Year,Stage,Home Team Name,Away Team Name,Home Team Goals,Away Team Goals,Win conditions,Host Nation?_home,No. Prev Won World Cups_home,No. Ballon D'Or Winners/GOATs in Squad_home,Net Oil Exporter?_home,EU Member?_home,Recently Liberated from Authoritarianism?_home,Neoliberal Shock?_home,Committing Genocide?_home,Population (in millions)_home,Ideological Spectrum_Center_home,Ideological Spectrum_Center Left_home,Ideological Spectrum_Center Right_home,Ideological Spectrum_Left_home,Ideological Spectrum_Left _home,Ideological Spectrum_Right_home,Authoritarian Government?_home,Political System_Authoritarian Dictatorship_home,Political System_Authoritarian Monarchy_home,Political System_Authoritarian Theocracy_home,Political System_Christian Democracy_home,Political System_Communist Dictatorship_home,Political System_Constitutional Monarchy_home,Political System_Democracy_home,Political System_Emerging Democracy_home,Political System_Fascist Dictatorship_home,Political System_Fragile Democracy_home,Political System_Military Junta_home,Political System_Neoliberal Democracy_home,Political System_Populist Democracy_home,Political System_Social Democracy_home,Continent_Africa_home,Continent_Asia_home,Continent_Europe_home,Continent_Middle East_home,Continent_North America_home,Continent_Oceania_home,Continent_South America_home,WasColonizer_home,WasColonized_home,Same Government as Brazil?_home,No. WC Prev. Attended_home,No. Years Since Last WC Attendance_home,No. Years Since Best WC Perf._home,Best Perf._Final_home,Best Perf._Group Stage_home,Best Perf._New_home,Best Perf._Quarter-Final_home,Best Perf._Round of 16_home,Best Perf._Semi-Final_home,Host Nation?_away,No. Prev Won World Cups_away,No. Ballon D'Or Winners/GOATs in Squad_away,Net Oil Exporter?_away,EU Member?_away,Recently Liberated from Authoritarianism?_away,Neoliberal Shock?_away,Committing Genocide?_away,Population (in millions)_away,Ideological Spectrum_Center_away,Ideological Spectrum_Center Left_away,Ideological Spectrum_Center Right_away,Ideological Spectrum_Left_away,Ideological Spectrum_Left _away,Ideological Spectrum_Right_away,Authoritarian Government?_away,Political System_Authoritarian Dictatorship_away,Political System_Authoritarian Monarchy_away,Political System_Authoritarian Theocracy_away,Political System_Christian Democracy_away,Political System_Communist Dictatorship_away,Political System_Constitutional Monarchy_away,Political System_Democracy_away,Political System_Emerging Democracy_away,Political System_Fascist Dictatorship_away,Political System_Fragile Democracy_away,Political System_Military Junta_away,Political System_Neoliberal Democracy_away,Political System_Populist Democracy_away,Political System_Social Democracy_away,Continent_Africa_away,Continent_Asia_away,Continent_Europe_away,Continent_Middle East_away,Continent_North America_away,Continent_Oceania_away,Continent_South America_away,WasColonizer_away,WasColonized_away,Same Government as Brazil?_away,No. WC Prev. Attended_away,No. Years Since Last WC Attendance_away,No. Years Since Best WC Perf._away,Best Perf._Final_away,Best Perf._Group Stage_away,Best Perf._New_away,Best Perf._Quarter-Final_away,Best Perf._Round of 16_away,Best Perf._Semi-Final_away,Home_Colonized_Away,Away_Colonized_Home,GroupStage,R16,QF,SF,F,PO3
1966.0,Group 1,England,France,2.0,0.0, ,1,0,0,0,0,0,0,0,54.229,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49.28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,5,8,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1966.0,Group 3,Hungary,Bulgaria,3.0,1.0, ,0,0,0,0,0,0,0,0,10.15,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.204,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1966.0,Group 2,West Germany,Spain,2.0,1.0, ,0,1,0,0,0,0,0,0,59.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,31.95,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,4,16,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1966.0,Group 4,Soviet Union,Chile,2.0,1.0, ,0,0,1,0,0,0,0,0,130.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.995,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,4,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1966.0,Quarter-finals,England,Argentina,1.0,0.0, ,1,0,0,0,0,0,0,0,54.229,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.05,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,4,4,36,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1966.0,Quarter-finals,West Germany,Uruguay,4.0,0.0, ,0,1,0,0,0,0,0,0,59.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,12,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2.68,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,4,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1966.0,Quarter-finals,Soviet Union,Hungary,2.0,1.0, ,0,0,1,0,0,0,0,0,130.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.15,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1966.0,Quarter-finals,Portugal,North Korea,5.0,3.0, ,0,0,1,0,0,0,0,0,8.999,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.11,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1966.0,Semi-finals,West Germany,Soviet Union,2.0,1.0, ,0,1,0,0,0,0,0,0,59.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,130.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1966.0,Semi-finals,England,Portugal,2.0,1.0, ,1,0,0,0,0,0,0,0,54.229,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,4,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8.999,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1966.0,Match for third place,Portugal,Soviet Union,2.0,1.0, ,0,0,1,0,0,0,0,0,8.999,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1930,1930,0,0,1,0,0,0,0,0,1,0,0,0,0,0,130.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1966.0,Final,England,West Germany,4.0,2.0,England win after extra time ,1,0,0,0,0,0,0,0,54.229,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,4,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,59.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1970.0,Group 1,Mexico,Soviet Union,0.0,0.0, ,1,0,0,0,0,0,0,0,48.71,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,135.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1970.0,Group 2,Uruguay,Israel,2.0,0.0, ,0,2,0,0,0,0,0,0,2.774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,4,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.877,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1930,1930,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1970.0,Group 4,Peru,Bulgaria,3.0,2.0, ,0,0,0,0,0,0,0,0,13.21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,40,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.434,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1970.0,Group 3,England,Romania,1.0,0.0, ,0,1,1,0,0,0,0,0,55.42,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,20.01,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,32,32,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1970.0,Group 2,Italy,Sweden,1.0,0.0, ,0,2,1,0,0,0,0,0,53.54,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,4,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.968,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,12,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1970.0,Group 4,West Germany,Morocco,2.0,1.0, ,0,1,0,0,0,0,0,0,61.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.88,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1930,1930,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1970.0,Group 3,Brazil,Czechoslovakia,4.0,1.0, ,0,2,1,0,0,0,0,0,94.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,8,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.35,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,8,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1970.0,Group 1,Belgium,El Salvador,3.0,0.0, ,0,0,0,0,0,0,0,0,9.646,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4,16,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.531,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1930,1930,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1970.0,Group 2,Uruguay,Italy,0.0,0.0, ,0,2,0,0,0,0,0,0,2.774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,4,20,1,0,0,0,0,0,0,2,1,0,0,0,0,0,53.54,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,4,32,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1970.0,Group 4,Peru,Morocco,3.0,0.0, ,0,0,0,0,0,0,0,0,13.21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,40,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.88,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1930,1930,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1970.0,Group 3,Romania,Czechoslovakia,2.0,1.0, ,0,0,0,1,0,0,0,0,20.01,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,32,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.35,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,8,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1970.0,Group 1,Soviet Union,Belgium,4.0,1.0, ,0,0,1,0,0,0,0,0,135.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.646,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4,16,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1970.0,Group 2,Sweden,Israel,1.0,1.0, ,0,0,0,0,0,0,0,0,7.968,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,12,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.877,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1930,1930,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1970.0,Group 4,West Germany,Bulgaria,5.0,2.0, ,0,1,0,0,0,0,0,0,61.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.434,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1970.0,Group 3,Brazil,England,1.0,0.0, ,0,2,1,0,0,0,0,0,94.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,8,4,8,1,0,0,0,0,0,0,1,1,0,0,0,0,0,55.42,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1970.0,Group 1,Mexico,El Salvador,4.0,0.0, ,1,0,0,0,0,0,0,0,48.71,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.531,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1930,1930,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1970.0,Group 2,Sweden,Uruguay,1.0,0.0, ,0,0,0,0,0,0,0,0,7.968,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,12,12,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2.774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,4,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1970.0,Group 4,West Germany,Peru,3.0,1.0, ,0,1,0,0,0,0,0,0,61.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,40,40,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1970.0,Group 3,Brazil,Romania,3.0,2.0, ,0,2,1,0,0,0,0,0,94.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,8,4,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,20.01,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,32,32,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1970.0,Group 1,Soviet Union,El Salvador,2.0,0.0, ,0,0,1,0,0,0,0,0,135.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.531,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1930,1930,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1970.0,Group 2,Italy,Israel,0.0,0.0, ,0,2,1,0,0,0,0,0,53.54,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,4,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.877,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1930,1930,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1970.0,Group 4,Bulgaria,Morocco,1.0,1.0, ,0,0,0,0,0,0,0,0,8.434,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.88,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1930,1930,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1970.0,Group 3,England,Czechoslovakia,1.0,0.0, ,0,1,1,0,0,0,0,0,55.42,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.35,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,8,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1970.0,Group 1,Mexico,Belgium,1.0,0.0, ,1,0,0,0,0,0,0,0,48.71,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.646,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4,16,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1970.0,Quarter-finals,Italy,Mexico,4.0,1.0, ,0,2,1,0,0,0,0,0,53.54,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,4,32,1,0,0,0,0,0,1,0,0,0,0,0,0,0,48.71,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1970.0,Quarter-finals,West Germany,England,3.0,2.0,West Germany win after extra time ,0,1,0,0,0,0,0,0,61.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,4,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,55.42,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1970.0,Quarter-finals,Brazil,Peru,4.0,2.0, ,0,2,1,0,0,0,0,0,94.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,8,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,40,40,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1970.0,Quarter-finals,Uruguay,Soviet Union,1.0,0.0,Uruguay win after extra time ,0,2,0,0,0,0,0,0,2.774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,4,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,135.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1970.0,Semi-finals,Brazil,Uruguay,3.0,1.0, ,0,2,1,0,0,0,0,0,94.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,8,4,8,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2.774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,4,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1970.0,Semi-finals,Italy,West Germany,4.0,3.0,Italywin after extra time ,0,2,1,0,0,0,0,0,53.54,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,4,32,1,0,0,0,0,0,0,1,0,0,0,0,0,0,61.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1970.0,Match for third place,West Germany,Uruguay,1.0,0.0, ,0,1,0,0,0,0,0,0,61.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,4,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2.774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,4,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1970.0,Final,Brazil,Italy,4.0,1.0, ,0,2,1,0,0,0,0,0,94.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,8,4,8,1,0,0,0,0,0,0,2,1,0,0,0,0,0,53.54,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,4,32,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1974.0,Group 2,Brazil,Yugoslavia,0.0,0.0, ,0,3,0,0,0,0,0,0,103.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,9,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,12,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1974.0,Group 1,West Germany,Chile,1.0,0.0, ,1,1,2,0,0,0,0,0,62.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,4,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10.31,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,4,8,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1974.0,Group 1,East Germany,Australia,2.0,0.0, ,0,0,0,0,0,0,0,0,16.95,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1930,1930,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1974.0,Group 2,Zaire,Scotland,0.0,2.0, ,0,0,0,0,0,0,0,0,21.85,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1930,1930,0,0,1,0,0,0,0,0,1,1,0,0,0,0,5.234,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,16,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1974.0,Group 3,Uruguay,Netherlands,0.0,2.0, ,0,2,0,0,0,0,0,0,2.837,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,6,4,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13.44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,36,36,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1974.0,Group 3,Sweden,Bulgaria,0.0,0.0, ,0,0,0,0,0,0,0,0,8.136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,4,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.621,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0
