Host Nation?_home,No. Prev Won World Cups_home,No. Ballon D'Or Winners/GOATs in Squad_home,Net Oil Exporter?_home,EU Member?_home,Recently Liberated from Authoritarianism?_home,Neoliberal Shock?_home,Committing Genocide?_home,Population (in millions)_home,Ideological Spectrum_Center_home,Ideological Spectrum_Center Left_home,Ideological Spectrum_Center Right_home,Ideological Spectrum_Left_home,Ideological Spectrum_Left _home,Ideological Spectrum_Right_home,Authoritarian Government?_home,Political System_Authoritarian Dictatorship_home,Political System_Authoritarian Monarchy_home,Political System_Authoritarian Theocracy_home,Political System_Christian Democracy_home,Political System_Communist Dictatorship_home,Political System_Constitutional Monarchy_home,Political System_Democracy_home,Political System_Emerging Democracy_home,Political System_Fascist Dictatorship_home,Political System_Fragile Democracy_home,Political System_Military Junta_home,Political System_Neoliberal Democracy_home,Political System_Populist Democracy_home,Political System_Social Democracy_home,Continent_Africa_home,Continent_Asia_home,Continent_Europe_home,Continent_Middle East_home,Continent_North America_home,Continent_Oceania_home,Continent_South America_home,WasColonizer_home,WasColonized_home,Same Government as Brazil?_home,No. WC Prev. Attended_home,No. Years Since Last WC Attendance_home,No. Years Since Best WC Perf._home,Best Perf._Final_home,Best Perf._Group Stage_home,Best Perf._New_home,Best Perf._Quarter-Final_home,Best Perf._Round of 16_home,Best Perf._Semi-Final_home,Host Nation?_away,No. Prev Won World Cups_away,No. Ballon D'Or Winners/GOATs in Squad_away,Net Oil Exporter?_away,EU Member?_away,Recently Liberated from Authoritarianism?_away,Neoliberal Shock?_away,Committing Genocide?_away,Population (in millions)_away,Ideological Spectrum_Center_away,Ideological Spectrum_Center Left_away,Ideological Spectrum_Center Right_away,Ideological Spectrum_Left_away,Ideological Spectrum_Left _away,Ideological Spectrum_Right_away,Authoritarian Government?_away,Political System_Authoritarian Dictatorship_away,Political System_Authoritarian Monarchy_away,Political System_Authoritarian Theocracy_away,Political System_Christian Democracy_away,Political System_Communist Dictatorship_away,Political System_Constitutional Monarchy_away,Political System_Democracy_away,Political System_Emerging Democracy_away,Political System_Fascist Dictatorship_away,Political System_Fragile Democracy_away,Political System_Military Junta_away,Political System_Neoliberal Democracy_away,Political System_Populist Democracy_away,Political System_Social Democracy_away,Continent_Africa_away,Continent_Asia_away,Continent_Europe_away,Continent_Middle East_away,Continent_North America_away,Continent_Oceania_away,Continent_South America_away,WasColonizer_away,WasColonized_away,Same Government as Brazil?_away,No. WC Prev. Attended_away,No. Years Since Last WC Attendance_away,No. Years Since Best WC Perf._away,Best Perf._Final_away,Best Perf._Group Stage_away,Best Perf._New_away,Best Perf._Quarter-Final_away,Best Perf._Round of 16_away,Best Perf._Semi-Final_away,Home_Colonized_Away,Away_Colonized_Home,R16,QF,SF,F,PO3,y
0,0,0,0,0,0,0,0,6.94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,20,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52.45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,9.69,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,16,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,2.307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.69,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,16,16,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,6.94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,20,20,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0,2.307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,20,20,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,52.45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.69,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,16,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,9.69,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,16,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52.45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,0,1,0,0,0,0,0,66.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,5,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1930,1930,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,2.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1930,1930,0,0,1,0,0,0,0,0,1,0,0,0,0,0,66.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,5,4,8,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,0,0,0,0,0,0,54.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,18.5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,28,0,0,0,0,0,1,0,1,0,0,0,0,0,0,54.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,7.358,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,117.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,117.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7.358,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8,8,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,44.22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4,4,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1930,1930,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44.22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4,4,20,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,7.358,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,54.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,54.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7.358,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8,8,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,1,0,0,0,0,0,66.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,5,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44.22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4,4,20,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,44.22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4,4,20,0,0,0,1,0,0,0,0,1,0,0,0,0,0,66.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,5,4,8,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,44.22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4,4,20,0,0,0,1,0,0,0,1,0,0,0,0,0,0,54.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0,54.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44.22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4,4,20,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0,0,1,0,0,0,0,0,66.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,5,4,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7.358,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,7.358,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,66.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,5,4,8,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0,0,0,8.314,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,122.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,122.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8.314,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,12,12,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,1,1,0,0,0,0,0,75.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,6,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52.861,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,4,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,52.861,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,4,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,75.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,6,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,13.75,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.03,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,10.03,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,28,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,18.9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,32,0,0,0,0,0,1,0,1,0,0,0,0,0,0,56.59,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0,0,0,0,0,56.59,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,32,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,13.75,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,32,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,18.9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.75,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,28,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,1,0,0,0,0,0,75.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,6,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8.314,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,12,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,8.314,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,12,12,0,1,0,0,0,0,0,1,1,0,0,0,0,0,75.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,6,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,0,0,8.314,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,32,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,18.9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,32,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8.314,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,12,12,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0,1,1,0,0,0,0,0,75.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,6,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,28,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,13.75,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,28,1,0,0,0,0,0,0,1,1,0,0,0,0,0,75.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,6,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0,0,0,54.229,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.05,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,4,4,36,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,22.05,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,4,4,36,1,0,0,0,0,0,1,0,0,0,0,0,0,0,54.229,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1,0,0,0,0,0,0,59.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,12,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2.68,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,4,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,0,0,0,0,0,0,2.68,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,4,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,59.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,12,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,0,0,0,0,0,130.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.15,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,10.15,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,130.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,0,1,0,0,0,0,0,8.999,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.11,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,13.11,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8.999,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,1,0,0,0,0,0,0,59.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,130.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,1,0,0,0,0,0,130.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,59.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,12,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,0,0,54.229,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,4,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8.999,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,0,0,0,0,8.999,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1930,1930,0,0,1,0,0,0,1,0,0,0,0,0,0,0,54.229,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,4,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,1,0,0,0,0,0,8.999,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1930,1930,0,0,1,0,0,0,0,0,1,0,0,0,0,0,130.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,130.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8.999,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,54.229,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,4,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,59.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,59.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,54.229,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,4,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,2,1,0,0,0,0,0,53.54,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,4,32,1,0,0,0,0,0,1,0,0,0,0,0,0,0,48.71,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,48.71,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,4,4,0,1,0,0,0,0,0,2,1,0,0,0,0,0,53.54,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,4,32,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,0,0,0,0,0,0,61.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,4,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,55.42,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0
